library_path,title,artist,genre,subgenre,label_role,confidence,notes
C:\Users\suppo\Music\Poison - Something To Believe In.mp3,Poison - Something To Believe In,Poison,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Poison - Talk Dirty To Me.mp3,Poison - Talk Dirty To Me,Poison,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Pop Evil - Boss's Daughter.mp3,Pop Evil - Boss's Daughter,Pop Evil,Metal,,primary,0.85,id3_tag:Metal
C:\Users\suppo\Music\Queen - Fat Bottomed Girls.mp3,Queen - Fat Bottomed Girls,Queen,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Queen - Hammer to Fall.mp3,Queen - Hammer to Fall,Queen,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Queen - Headlong.mp3,Queen - Headlong,Queen,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Queen - I Want It All.mp3,Queen - I Want It All,Queen,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Queen - One Vision.mp3,Queen - One Vision,Queen,Rock,Classic Rock,primary,0.85,id3_tag:Classic Rock
C:\Users\suppo\Music\Queen - Seven Seas Of Rhye.mp3,Queen - Seven Seas Of Rhye,Queen,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Queen - Show Must Go On.mp3,Queen - Show Must Go On,Queen,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Queensrÿche - Another Rainy Night.mp3,Queensrÿche - Another Rainy Night,Queensrÿche,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Queensrÿche - Empire.mp3,Queensrÿche - Empire,Queensrÿche,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Quiet Riot - Cum On Feel The Noise.mp3,Quiet Riot - Cum On Feel The Noise,Quiet Riot,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Ramble On - Adam Calhoun.mp3,Ramble On - Adam Calhoun,Adam Calhoun,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Randy Houser - We Went.mp3,Randy Houser - We Went,Randy Houser,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Randy Houser - Whistlin' Dixie.mp3,Randy Houser - Whistlin' Dixie,Randy Houser,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Rascal Flatts - Fast Cars and Freedom.mp3,Rascal Flatts - Fast Cars and Freedom,Rascal Flatts,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Ratt - Round And Round.mp3,Ratt - Round And Round,Ratt,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Redneck Remix - Mic Manik.mp3,Redneck Remix - Mic Manik,Mic Manik,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Reo Speedwagon - Roll With The Changes.mp3,Reo Speedwagon - Roll With The Changes,REO Speedwagon,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\REO Speedwagon - Take It On The Run.mp3,REO Speedwagon - Take It On The Run,REO Speedwagon,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\REO Speedwagon - Time for Me to Fly.mp3,REO Speedwagon - Time for Me to Fly,REO Speedwagon,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Rhett Atkins - That Ain't My Truck.mp3,Rhett Atkins - That Ain't My Truck,Rhett Akins,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Rick Trevino - Bobbie Ann Mason.mp3,Rick Trevino - Bobbie Ann Mason,Rick Trevino,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Rick Trevino - Just Enough Rope.mp3,Rick Trevino - Just Enough Rope,Rick Trevino,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Rick Trevino - Running out of Reasons to Run.mp3,Rick Trevino - Running out of Reasons to Run,Rick Trevino,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Ricochet - Daddy's Money.mp3,Ricochet - Daddy's Money,Ricochet,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Robin Thick - Blurred Lines.mp3,Robin Thick - Blurred Lines,Robin Thicke,Pop,,primary,0.85,id3_tag:Pop
C:\Users\suppo\Music\Rodney Atkins - Cleaning This Gun.mp3,Rodney Atkins - Cleaning This Gun,Rodney Atkins,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Rodney Atkins - Farmer's Daughter.mp3,Rodney Atkins - Farmer's Daughter,Rodney Atkins,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Rodney Atkins - If You're Going Through Hell.mp3,Rodney Atkins - If You're Going Through Hell,Rodney Atkins,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Rodney Atkins - Take A Back Road.mp3,Rodney Atkins - Take A Back Road,Rodney Atkins,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Roxette - Joyride.mp3,Roxette - Joyride,Roxette,Pop,,primary,0.85,id3_tag:Pop
C:\Users\suppo\Music\Roxette - Shes Got The Look.mp3,Roxette - Shes Got The Look,Roxette,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Rust n Rage - Prisoner.mp3,Rust n Rage - Prisoner,Rust n' Rage,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Ryan Upchurch - Black Sheep.mp3,Ryan Upchurch - Black Sheep,Upchurch,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Ryan Upchurch - Cowboy Movies.mp3,Ryan Upchurch - Cowboy Movies,Upchurch,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Ryan Upchurch - Love Her Again.mp3,Ryan Upchurch - Love Her Again,Upchurch,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Ryan Upchurch - Real Country.mp3,Ryan Upchurch - Real Country,Upchurch,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Ryan Upchurch - Same Ol Same Ol.mp3,Ryan Upchurch - Same Ol Same Ol,Upchurch,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Sammy Hagar - I Can't Drive 55.mp3,Sammy Hagar - I Can't Drive 55,Sammy Hagar,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Sammy Johnson - Don't Say Goodbye.mp3,Sammy Johnson - Don't Say Goodbye,Sammy Johnson,Reggae,,primary,0.85,id3_tag:Reggae
C:\Users\suppo\Music\Sammy Kershaw - Queen Of My Double Wide Trailer.mp3,Sammy Kershaw - Queen Of My Double Wide Trailer,Sammy Kershaw,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Sammy Kershaw - Third Rate Romance.mp3,Sammy Kershaw - Third Rate Romance,Sammy Kershaw,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Sara Evans - Suds In The Bucket.mp3,Sara Evans - Suds In The Bucket,Sara Evans,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Save A Life - Tom MacDonald.mp3,Save A Life - Tom MacDonald,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Sawyer Brown - Hard to Say .mp3,Sawyer Brown - Hard to Say ,Sawyer Brown,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Sawyer Brown - Some Girls Do.mp3,Sawyer Brown - Some Girls Do,Sawyer Brown,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Sawyer Brown - Thank God For You .mp3,Sawyer Brown - Thank God For You ,Sawyer Brown,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Sawyer Brown - Thank God For You.mp3,Sawyer Brown - Thank God For You,Sawyer Brown,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Sawyer Brown - The Race Is On.mp3,Sawyer Brown - The Race Is On,Sawyer Brown,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Sawyer Brown - This Thing Called Wantin' and Havin' It All.mp3,Sawyer Brown - This Thing Called Wantin' and Havin' It All,Sawyer Brown,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Scorpions - Rock You Like A Hurricane.mp3,Scorpions - Rock You Like A Hurricane,Scorpions,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Second Chance - Shinedown.mp3,Second Chance - Shinedown,Shinedown,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\See God - Tom MacDonald.mp3,See God - Tom MacDonald,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Sevendust - Not Original.mp3,Sevendust - Not Original,Sevendust,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Shaggy - Angel.mp3,Shaggy - Angel,Shaggy,World,,primary,0.85,id3_tag:World
C:\Users\suppo\Music\Shaggy - It Wasn't Me.mp3,Shaggy - It Wasn't Me,Shaggy,Reggae,,primary,0.85,id3_tag:Reggae
C:\Users\suppo\Music\Shaggy - Strength Of A Woman.mp3,Shaggy - Strength Of A Woman,Shaggy,Reggae,,primary,0.85,id3_tag:Reggae
C:\Users\suppo\Music\Shaman Harvest - Dragonfly.mp3,Shaman Harvest - Dragonfly,Shaman's Harvest,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Shamans Harvest - Broken Dreams.mp3,Shamans Harvest - Broken Dreams,Jim Johnston,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Shinedown - Cut The Cord.mp3,Shinedown - Cut The Cord,Shinedown,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Shinedown - Dead Don_t Die.mp3,Shinedown - Dead Don_t Die,Shinedown,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Shinedown - Enemies.mp3,Shinedown - Enemies,Shinedown,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Shinedown - Monsters.mp3,Shinedown - Monsters,Shinedown,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Shinedown - Simple Man.mp3,Shinedown - Simple Man,Shinedown,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Shinedown - Sound of Madness.mp3,Shinedown - Sound of Madness,Shinedown,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Shinedown - State Of My Head.mp3,Shinedown - State Of My Head,Shinedown,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Sons Of Apollo - Alive.mp3,Sons Of Apollo - Alive,Sons Of Apollo,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Soundgarden - Black Hole Sun.mp3,Soundgarden - Black Hole Sun,Soundgarden,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Spin Doctors - Little Miss Can't Be Wrong.mp3,Spin Doctors - Little Miss Can't Be Wrong,Spin Doctors,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Spin Doctors - Two Princes.mp3,Spin Doctors - Two Princes,Spin Doctors,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Steve Azar - I Don't Have To Be Me Till Monday .mp3,Steve Azar - I Don't Have To Be Me Till Monday ,Steve Azar,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Steve Miller Band - Jet Airliner.mp3,Steve Miller Band - Jet Airliner,Steve Miller Band,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Steve Miller Band - Jungle Love.mp3,Steve Miller Band - Jungle Love,Steve Miller Band,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Steve Miller Band - Rock'n Me.mp3,Steve Miller Band - Rock'n Me,Steve Miller Band,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Still Me - Tom MacDonald.mp3,Still Me - Tom MacDonald,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Still The One - Tom MacDonald.mp3,Still The One - Tom MacDonald,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Styx - Blue Collar Man.mp3,Styx - Blue Collar Man,Styx,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Styx - Come Sail Away.mp3,Styx - Come Sail Away,Styx,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Styx - Renegade.mp3,Styx - Renegade,Styx,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Styx - Too Much Time On My Hands.mp3,Styx - Too Much Time On My Hands,Styx,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Sugar Ray - Every Morning.mp3,Sugar Ray - Every Morning,Sugar Ray,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Sugarland - Down In Mississippi.mp3,Sugarland - Down In Mississippi,Pickin' On Series,Country,Bluegrass,primary,0.85,id3_tag:Bluegrass
C:\Users\suppo\Music\SuperTramp - The Logical Song.mp3,SuperTramp - The Logical Song,Supertramp,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\T Pain - Bartender_.mp3,T Pain - Bartender_,T-Pain,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\The J. Geils Band - Centerfold.mp3,The J. Geils Band - Centerfold,The J. Geils Band,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\The J. Geils Band - Freeze Frame.mp3,The J. Geils Band - Freeze Frame,The J. Geils Band,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\The Kentucky Headhunters - Dumas Walker.mp3,The Kentucky Headhunters - Dumas Walker,The Kentucky Headhunters,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\The Machine - Tom MacDonald.mp3,The Machine - Tom MacDonald,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\The Rolling Stones - Start Me Up.mp3,The Rolling Stones - Start Me Up,The Rolling Stones,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\The Rolling Stones - Sympathy For The Devil.mp3,The Rolling Stones - Sympathy For The Devil,The Rolling Stones,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\The Steve Miller Band - Take The Money And Run.mp3,The Steve Miller Band - Take The Money And Run,Steve Miller Band,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\The Steve Miller Band - The Joker.mp3,The Steve Miller Band - The Joker,Steve Miller Band,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\The System - Tom MacDonald.mp3,The System - Tom MacDonald,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\The Tractors - Baby Likes To Rock It.mp3,The Tractors - Baby Likes To Rock It,The Tractors,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Three Days Grace - I Am Machine.mp3,Three Days Grace - I Am Machine,Three Days Grace,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Tim Mcgraw - Indian Outlaw.mp3,Tim Mcgraw - Indian Outlaw,Tim McGraw,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Tim McGraw - Refried Dreams.mp3,Tim McGraw - Refried Dreams,Tim McGraw,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Tim McGraw - Something Like That.mp3,Tim McGraw - Something Like That,Tim McGraw,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Tim Mcgraw - Where The Green Grass Grows.mp3,Tim Mcgraw - Where The Green Grass Grows,Tim McGraw,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Toby Keith - A Few More Cowboys.mp3,Toby Keith - A Few More Cowboys,Toby Keith,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Toby Keith - American Soldier.mp3,Toby Keith - American Soldier,Toby Keith,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Toby Keith - As Good As I Once Was.mp3,Toby Keith - As Good As I Once Was,Toby Keith,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Toby Keith - Beers Ago.mp3,Toby Keith - Beers Ago,Toby Keith,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Toby Keith - Big Ol' Truck.mp3,Toby Keith - Big Ol' Truck,Toby Keith,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Toby Keith - How Do You Like Me Now.mp3,Toby Keith - How Do You Like Me Now,Toby Keith,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Toby Keith - I'm Just Talkin' About Tonight.mp3,Toby Keith - I'm Just Talkin' About Tonight,Toby Keith,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Toby Keith - That's Country Bro.mp3,Toby Keith - That's Country Bro,Toby Keith,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Toby Keith - Wacky Tobaccy.mp3,Toby Keith - Wacky Tobaccy,Toby Keith,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Toby Keith - Wish I Didn't Know Now.mp3,Toby Keith - Wish I Didn't Know Now,Toby Keith,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Toby Keith - You Ain't Much Fun.mp3,Toby Keith - You Ain't Much Fun,Toby Keith,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Toby Kieth - A Little Less Talk and a Lot More Action.mp3,Toby Kieth - A Little Less Talk and a Lot More Action,Toby Keith,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Toby Kieth - Beer For My Horses.mp3,Toby Kieth - Beer For My Horses,Toby Keith & Willie Nelson,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Toby Kieth - My List.mp3,Toby Kieth - My List,Toby Keith,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Toby Kieth - Who's Your Daddy.mp3,Toby Kieth - Who's Your Daddy,Toby Keith,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Tom MacDonald  Adam Calhoun - Whiteboz.mp3,Tom MacDonald  Adam Calhoun - Whiteboz,Tom MacDonald & Adam Calhoun,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald & Adam Calhoun - Whiteboyz.mp3,Tom MacDonald & Adam Calhoun - Whiteboyz,Tom MacDonald & Adam Calhoun,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald & Brandon Hart ft. Nova Rockafeller - Chruch.mp3,Tom MacDonald & Brandon Hart ft. Nova Rockafeller - Chruch,"Tom MacDonald, Nova Rockafeller & Brandon Hart",Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald -  Buttholes.mp3,Tom MacDonald -  Buttholes,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - American Dreamz.mp3,Tom MacDonald - American Dreamz,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - Angels.mp3,Tom MacDonald - Angels,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - Average Boy.mp3,Tom MacDonald - Average Boy,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald - Best Rapper Ever.mp3,Tom MacDonald - Best Rapper Ever,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - Castles.mp3,Tom MacDonald - Castles,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - D.R.U.G.mp3,Tom MacDonald - D.R.U.G,Tom MacDonald & Madchild,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - Dear Rappers.mp3,Tom MacDonald - Dear Rappers,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - Dirty Money.mp3,Tom MacDonald - Dirty Money,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald - End Of The World.mp3,Tom MacDonald - End Of The World,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald - Everybody Hates Me.mp3,Tom MacDonald - Everybody Hates Me,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom Macdonald - Fake Fans.mp3,Tom Macdonald - Fake Fans,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - Fighter.mp3,Tom MacDonald - Fighter,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald - Freedom's Not For Sale.mp3,Tom MacDonald - Freedom's Not For Sale,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald - Freedoms Not For Sale.mp3,Tom MacDonald - Freedoms Not For Sale,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald - Ghost.mp3,Tom MacDonald - Ghost,Tom MacDonald,Pop,,primary,0.85,id3_tag:Pop
C:\Users\suppo\Music\Tom MacDonald - Gravestones.mp3,Tom MacDonald - Gravestones,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - Hatred.mp3,Tom MacDonald - Hatred,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald - Helluvit.mp3,Tom MacDonald - Helluvit,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - I Dont Care.mp3,Tom MacDonald - I Dont Care,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - I Hate Hip Hop.mp3,Tom MacDonald - I Hate Hip Hop,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - I Wish.mp3,Tom MacDonald - I Wish,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - Im Corny.mp3,Tom MacDonald - Im Corny,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - Im Sorry.mp3,Tom MacDonald - Im Sorry,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - Luck You.mp3,Tom MacDonald - Luck You,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald - Money.mp3,Tom MacDonald - Money,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald - My Fans.mp3,Tom MacDonald - My Fans,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - No Lives Matter.mp3,Tom MacDonald - No Lives Matter,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - No Response.mp3,Tom MacDonald - No Response,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - People So Stupid.mp3,Tom MacDonald - People So Stupid,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - Politically Incorrect.mp3,Tom MacDonald - Politically Incorrect,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - Riot.mp3,Tom MacDonald - Riot,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald - Save A Life.mp3,Tom MacDonald - Save A Life,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald - See God.mp3,Tom MacDonald - See God,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald - Sellout.mp3,Tom MacDonald - Sellout,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - Sheeple.mp3,Tom MacDonald - Sheeple,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald - Sober.mp3,Tom MacDonald - Sober,"Tom MacDonald, Madchild & Nova Rockafeller",Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - Still Me.mp3,Tom MacDonald - Still Me,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald - Still The One.mp3,Tom MacDonald - Still The One,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald - The Machine.mp3,Tom MacDonald - The Machine,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald - The Music Industry.mp3,Tom MacDonald - The Music Industry,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - The System.mp3,Tom MacDonald - The System,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald - This House.mp3,Tom MacDonald - This House,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - Trying To Kill Me.mp3,Tom MacDonald - Trying To Kill Me,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - Underdogs.mp3,Tom MacDonald - Underdogs,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald - Way Off.mp3,Tom MacDonald - Way Off,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom Macdonald - We Want War.mp3,Tom Macdonald - We Want War,These New Puritans,Rock,Alternative,primary,0.85,id3_tag:Alternative
